1,5,-1,4,-3,4,4,1,-2,-1,2,-5,4,2,-2,-4
3,-5,2,-6,-4,-1,-7,10,-2,-4,5,0,0,3,-1,-1
0,-2,2,7,9,2,-15,4,-7,-13,1,-1,0,-3,3,0
-7,-1,5,1,6,-9,-4,-2,-6,3,0,-1,0,7,16,9
-8,-2,4,6,9,2,-9,8,3,0,7,-8,1,10,9,5
-4,-2,3,4,4,-5,-4,4,1,0,-3,-2,-2,-3,2,0
-6,-10,-4,11,3,11,-4,13,10,-4,2,-9,0,-6,-2,-7
10,-8,-8,10,-3,21,8,14,8,-14,-2,-4,2,-15,5,-2
-3,-5,-3,2,-2,15,0,9,3,-8,5,-1,0,2,0,-5
-10,-8,-6,0,0,6,-7,14,-1,-7,13,-11,0,4,-1,-9
0,-2,-2,2,1,8,-2,6,-6,0,9,-2,7,1,7,-4
-5,-3,0,1,-1,6,-12,10,-4,2,9,-1,2,-1,-8,-6
-2,-1,-8,-4,-1,0,-4,3,-5,0,5,-4,3,-5,-12,-14
0,3,-5,-7,7,1,-3,-5,1,7,7,4,-11,15,2,-4
3,-4,-9,-16,4,-3,6,2,2,-2,6,-5,-8,4,10,-13
-6,-2,16,-6,13,-3,-9,-2,-9,2,15,1,2,15,0,3
-39,-2,19,23,35,-50,-38,-26,10,36,3,-3,-7,10,23,5
-3,-17,-36,-44,13,-55,-24,-13,-12,5,21,-9,-22,43,15,-18
8,-11,-24,-34,0,-23,-10,-1,-1,-9,10,-2,-25,56,19,-7
-27,-49,-45,34,28,28,19,34,35,28,32,-27,29,33,38,-21
-14,-12,-13,22,-3,18,4,20,19,8,12,-16,-16,18,10,-3
-28,-14,-26,36,-7,8,22,30,23,20,17,-33,2,9,31,7
-21,-18,-8,20,30,21,-20,22,24,43,25,-7,16,17,13,-23
4,-14,7,-10,3,43,-1,21,7,-25,15,3,4,-13,-27,-25
-13,-9,-14,-5,12,-15,-18,-5,-7,20,5,-13,-6,7,3,-1
-13,-12,19,15,25,16,-27,8,6,-11,7,0,1,-2,-11,-1
0,-9,8,0,5,6,-15,18,-10,-20,7,-2,-2,-6,-4,-8
-4,0,3,-10,6,-10,-4,1,0,0,6,-5,-3,3,-1,-1
2,5,5,-2,4,-6,-10,-3,-5,0,-9,-1,-2,7,11,5
-12,1,7,4,10,-9,-18,-5,-10,5,5,-4,5,13,10,6
-2,4,5,-2,5,-20,-12,-3,-8,-4,2,-2,-8,6,11,15
-2,-2,17,0,5,-10,-9,-4,-2,0,-3,0,-8,4,12,8
6,4,16,-8,5,-14,-6,-12,-9,0,-1,-2,-1,8,14,6
-3,-5,-4,2,2,0,-7,-4,11,8,6,3,-7,0,4,3
1,-14,-6,14,5,0,-9,2,12,-3,5,-4,-9,-5,8,-3
0,-7,-9,9,4,2,14,8,15,-4,8,-4,-1,0,17,3
0,-12,-5,12,-2,12,1,10,15,-6,12,-8,0,0,9,-9
2,-8,0,6,-2,14,6,3,2,-7,6,2,0,-1,-3,1
-6,-4,0,-1,0,7,-6,7,-5,-3,8,-6,-1,-2,-11,-3
-9,-3,-7,-10,-5,3,-1,10,-6,-6,11,-10,2,3,-8,-4
-4,-10,-2,-1,3,4,-3,11,-2,3,12,-11,3,0,-11,-12
-3,-6,-2,-6,-5,-1,-10,1,-3,2,7,-2,1,8,0,-1
-16,-2,-7,-6,2,5,-9,8,-8,4,10,-9,11,0,-11,-12
2,-17,-5,-4,12,-7,-22,-5,0,9,-5,0,-10,-1,-5,-14
-17,9,1,-1,40,-47,-37,-43,13,47,-6,10,7,26,33,-6
7,1,-36,-8,22,-22,-2,-2,16,10,18,-4,12,20,47,-18
20,-31,-6,-15,12,3,-20,-14,28,2,15,28,-33,34,20,-16
-35,-48,-46,21,-20,24,29,40,14,-21,31,-45,13,28,25,18
-24,-9,6,17,-2,8,4,14,15,9,14,-24,6,15,14,12
-12,-38,14,55,32,40,-37,-9,53,34,8,13,-37,-11,-11,-14
-27,-20,-25,9,-20,34,5,28,29,38,34,-9,-13,37,16,1
10,-6,-25,-24,-19,34,22,16,0,-17,12,1,7,2,-37,-32
0,-15,-19,-18,0,5,-6,1,10,-2,10,-7,-11,17,9,-16
1,0,14,-5,-10,0,5,2,-4,-11,-5,1,1,4,-6,17
-1,1,10,0,19,-1,-13,-6,-16,-2,3,8,1,5,-5,-1
-16,-3,4,8,-1,-13,-16,3,-14,7,7,-12,0,5,-4,10
-8,2,-2,3,5,-24,-10,-1,-20,7,-4,-10,0,-6,7,1
-16,10,-3,-1,0,-13,-5,-4,-6,7,0,-16,1,12,0,5
-20,8,-10,-2,1,-11,6,5,-10,14,1,-20,3,4,6,6
-4,0,-13,11,3,-13,-7,0,-4,7,1,-7,0,-2,6,0
-9,14,-20,-19,-3,-8,8,2,-11,12,0,-11,5,13,5,4
-3,3,-25,6,0,-18,-10,-10,12,27,-3,-14,-12,-7,7,-6
-17,-16,-22,5,-14,-10,-7,-4,9,10,2,-22,-16,-4,2,-3
-3,-2,-22,-6,-7,-4,16,9,4,-7,0,-15,2,9,17,0
0,6,-5,-6,-6,-1,18,7,2,-7,2,-9,6,11,9,7
0,3,-20,0,4,3,6,9,1,-2,0,-11,12,-1,4,-8
-3,-2,-10,5,-1,3,2,13,0,-6,5,-7,5,3,9,-2
1,-3,6,0,-4,4,0,4,0,-5,1,2,1,-3,-13,2
-6,-10,-9,2,-10,9,0,18,-7,-2,1,-15,6,-20,-12,-4
-14,-3,8,19,-9,8,-12,10,0,0,0,-10,-3,-23,-14,3
-18,-15,-2,5,-17,15,-8,16,-1,-6,9,-20,1,-15,-20,-5
7,-8,-3,1,-3,-5,-17,-11,15,10,0,4,-20,-9,-7,1
-6,-5,6,-7,32,-44,-40,-43,-4,22,-18,8,-27,6,11,-5
54,-12,-29,-30,47,-9,-22,-39,24,21,-2,53,-2,32,47,-37
17,-14,-54,-68,28,-46,-50,-37,-9,7,-6,0,-45,53,32,-40
-31,27,-56,45,-25,-33,36,-23,47,29,-10,-44,36,-11,-11,23
-18,3,10,9,-6,-2,2,11,3,6,6,-13,14,12,16,8
-17,-5,3,11,-16,15,17,14,12,18,21,-7,14,49,-2,16
-26,-19,-9,18,5,14,0,18,13,22,18,-15,3,22,4,-3
-21,-6,-27,-11,-9,-5,-11,15,-4,4,16,-16,-14,10,-3,-8
-2,-8,-11,7,-5,0,-6,7,9,-12,2,-8,-6,-8,14,-4
-9,0,-3,1,-10,-19,-6,3,-4,-1,0,-15,-8,0,2,0
-7,13,-12,6,5,-25,0,-6,2,22,-15,-15,7,-10,9,6
-15,11,-21,-1,-8,-17,9,-4,1,28,1,-16,1,2,0,11
-13,9,1,7,-1,-8,10,3,5,12,9,-13,5,5,2,4
-9,4,-4,1,2,-3,5,-1,-11,9,-8,-4,1,-7,-8,1
8,6,-10,-7,3,-1,11,-8,-2,15,-5,2,6,-3,4,-9
-13,8,-6,-2,6,-6,5,-6,-4,19,-3,0,12,1,0,5
11,16,-14,-11,-1,-3,9,-14,-2,14,-5,9,7,4,-12,0
8,9,-11,-10,1,-17,-2,-17,-11,15,-16,2,-1,-12,-1,0
5,-7,-21,-1,-13,-10,4,-2,12,-3,-1,-12,-11,-16,8,-3
0,1,-14,-8,-5,-11,13,2,3,-2,6,-12,0,8,17,-7
-3,-1,-12,-10,-5,2,16,8,-4,0,5,-11,2,0,0,0
-6,-1,-8,6,-8,-1,7,4,-3,0,4,-7,0,-1,-2,3
-4,-4,-15,1,-8,0,5,15,1,1,0,-8,4,-3,0,-1
-6,-3,2,-2,0,-2,-2,5,-13,-16,1,-9,9,-8,-3,0
0,-5,1,1,-6,-3,-5,0,-10,-4,-4,-8,3,-6,-12,-3
-18,12,11,1,-10,-11,4,11,-20,-13,-2,-13,5,-5,-20,17
-20,-4,9,12,-20,0,4,15,-16,-11,7,-30,-3,-11,-29,20
-39,4,1,21,-40,-22,8,9,-33,-2,-16,-47,-4,-31,-37,27
-53,1,45,14,-54,12,0,11,-55,-17,17,-33,-15,-23,-90,32
26,-18,17,-12,-2,32,-5,1,7,-11,25,36,-16,24,-20,-9
38,-40,-34,-49,55,6,-45,-6,26,-13,44,27,-24,67,68,-65
-28,8,-43,47,-19,7,30,7,51,11,9,-36,20,18,6,16
13,2,-12,8,-20,-10,21,-7,15,-9,-11,-3,-9,0,11,12
-2,7,18,-2,-1,-9,10,-9,-13,24,-4,0,16,26,-13,15
-26,-14,-4,16,9,16,-10,20,14,14,25,-16,-5,28,13,-4
-12,-12,-13,3,7,7,-26,2,10,14,17,-9,-13,4,8,-22
-28,9,-23,22,11,-24,-4,4,-1,26,-4,-24,15,-13,34,9
-6,13,-25,-1,-1,-21,1,-3,4,23,-14,-10,3,2,10,0
-16,7,-7,8,-14,-5,20,-2,10,25,1,-16,8,-4,-11,12
-13,14,-12,3,11,-19,-6,-9,-6,15,0,-8,9,-1,0,-4
0,3,-3,-4,0,-2,8,-2,-7,4,-7,-3,7,-2,0,4
0,5,-1,-4,-1,-4,8,-3,-4,7,-4,-1,1,0,0,2
-8,12,9,1,12,-1,2,-3,0,13,3,4,19,1,-6,-3
-3,4,3,-8,8,0,-4,0,-14,2,3,6,7,10,0,2
5,13,-4,-14,8,-7,-1,-15,-7,7,-16,9,-4,4,0,-1
14,3,-7,-16,-2,-10,-1,-16,-10,-12,-22,7,-11,-11,0,-8
4,3,-5,-7,-7,4,9,2,1,-8,-4,-6,2,-6,11,-5
-2,11,-4,-11,-15,-14,7,6,-5,-4,-2,-8,-3,3,5,7
-4,5,-13,-7,-12,-4,8,9,-3,-10,2,-8,4,-3,-5,1
4,4,-4,-3,-3,4,12,4,3,-3,-6,-3,4,-4,5,-2
4,3,-3,-10,0,-2,2,1,-5,1,-5,-3,9,-1,-5,-10
4,5,1,-2,1,-7,-1,-8,-15,2,-9,-1,4,-8,0,-5
-2,2,-3,-4,-2,-14,0,2,-11,-1,1,-11,0,13,7,4
0,7,13,1,-2,-1,12,7,-4,0,-2,-11,7,3,4,12
-13,8,12,5,7,-16,-9,0,-4,1,0,-9,-4,8,-9,17
-6,5,16,8,-25,0,-4,-17,-8,6,-3,2,-18,-10,-38,19
-23,-15,36,14,-29,34,-7,21,-9,-13,33,-8,-20,0,-63,20
-1,-9,33,-6,-17,36,-1,33,-16,-23,27,7,1,10,-49,-8
44,-29,33,-50,39,36,-11,33,-9,-44,41,42,-12,47,16,-38
40,-27,44,-26,5,38,-25,24,-10,-41,13,40,-40,0,0,-20
27,15,17,-27,34,-28,-26,-26,32,36,-31,28,-30,30,33,2
0,1,-24,-17,0,-11,16,-4,0,36,-4,0,16,10,10,-13
-28,-19,-17,19,-13,18,-1,28,32,28,26,-21,-15,28,25,0
3,6,-18,-15,-11,-6,19,7,2,-10,2,-7,-1,11,19,0
0,20,-3,-11,8,-7,22,9,-6,11,1,-5,33,12,23,7
-15,9,-4,15,-10,-11,10,-3,6,31,0,-13,7,7,5,19
-1,9,1,5,1,-9,4,0,-5,2,-10,-7,3,-3,2,9
0,3,16,10,19,11,4,0,-9,7,2,8,15,-1,-7,-2
5,1,2,2,0,4,4,4,3,8,0,8,7,2,0,1
0,11,-2,4,13,-1,7,0,0,11,-1,5,5,-2,0,-3
-4,5,5,-2,6,0,-6,-10,-2,8,-1,6,4,2,1,-4
-8,6,9,-9,2,0,5,-11,-17,7,-4,5,2,0,-13,3
9,9,-6,-7,-5,-5,0,-13,-14,1,-12,10,0,-3,-6,-5
2,4,-4,-6,-4,-4,-3,-6,-6,-12,-6,-4,-4,-4,2,0
10,2,-9,-3,-3,-6,8,1,1,-14,-5,-1,-11,6,11,0
1,8,-8,-6,-8,-6,8,0,-4,-1,-11,-2,-1,-2,4,2
0,10,-8,-4,-4,0,11,5,-2,-7,-1,-4,0,0,2,8
-2,7,-4,-7,-2,-1,8,5,-9,-3,5,-8,17,7,0,-4
-5,-2,0,1,5,7,0,12,-4,-1,9,2,6,2,-4,-5
-9,7,9,0,-9,8,14,15,-2,0,12,-11,4,13,2,8
-4,-2,7,9,7,2,4,3,5,1,-4,0,12,0,11,3
2,6,-1,9,4,-1,0,0,11,0,-5,-5,7,-14,-1,7
8,11,8,5,4,-2,5,1,12,8,-3,4,9,6,11,6
1,-10,4,10,6,11,0,-1,33,16,21,6,-5,11,-3,-4
2,-2,5,3,12,2,-5,-22,30,30,7,23,-12,10,-6,3
-18,7,25,-1,-30,3,9,13,-50,-11,6,-13,7,-12,-40,8
57,-39,56,-33,-6,43,-30,26,-3,-56,19,46,-44,-6,-12,-30
35,-33,54,-9,17,38,-35,36,-9,-42,25,41,-39,2,12,-22
21,2,14,-23,34,-26,-35,-31,36,33,-5,28,-25,28,35,4
18,-5,-25,-25,12,-22,27,13,12,23,6,-16,34,-23,13,-25
29,25,-26,-52,-46,0,65,-29,30,51,1,44,-23,35,-11,7
-2,2,1,0,-16,7,27,24,-8,-20,10,-8,10,11,11,11
11,2,20,-3,29,20,-4,11,-11,-4,0,10,21,0,-2,-8
7,3,20,9,9,21,0,7,0,-11,5,8,10,-2,-12,-3
11,10,4,-12,6,8,4,0,-12,-9,0,3,2,2,0,0
-10,12,10,13,10,8,0,-4,-12,7,0,6,9,-5,-12,9
2,7,13,2,7,-1,7,-2,-10,6,-7,7,8,-6,-3,1
-3,6,11,-5,6,0,-5,-7,-7,1,-6,15,6,2,-4,4
-10,3,3,5,4,0,-4,-2,-6,3,-2,3,15,2,-2,5
7,3,1,-8,-2,-4,0,0,-4,2,-7,5,12,0,-8,0
9,7,-1,-2,-2,-10,3,-11,-1,5,-12,2,-3,0,-4,-3
3,-1,-1,-8,-10,-4,-2,-3,2,-9,-8,2,-11,0,0,9
9,11,-11,-9,-19,-2,12,-2,0,-12,-9,0,-18,2,-1,12
1,2,-6,-8,-9,0,8,12,-9,-12,3,-2,4,3,-1,0
17,10,-4,-12,-2,-9,15,0,-2,-4,-10,4,5,-3,4,3
-14,8,-1,3,2,7,8,8,-3,0,14,-4,10,7,-1,-2
-5,-3,-2,4,12,-4,-3,0,0,9,1,-3,0,11,1,0
7,-2,1,-5,-2,-2,3,0,0,-3,1,2,6,3,-1,2
-4,-6,-13,4,-3,12,6,1,7,11,1,0,8,-6,-3,-7
1,-2,-3,2,-3,10,1,-4,14,7,6,7,-3,-1,2,0
-13,6,-8,-1,-9,9,22,12,9,3,14,-17,21,-1,-6,-7
3,2,-12,1,6,14,14,5,26,23,13,0,5,4,-4,-12
21,-21,1,8,15,12,-30,-20,48,5,15,42,-36,-3,5,-21
0,4,33,-5,-8,-2,-11,-17,-18,-4,-10,17,-6,-8,-35,10
36,-10,24,-62,10,32,4,49,-31,-42,18,32,8,22,6,-27
40,-27,46,-10,-16,37,-20,34,24,-41,25,38,-35,11,-27,-11
-31,-21,-17,22,-22,28,26,25,26,-18,27,-26,29,25,-5,17
38,-32,-28,-34,3,-6,30,3,27,24,0,-8,4,-39,12,-30
33,-8,-26,-29,-52,14,20,-3,24,-6,-11,2,-8,-4,7,-27
29,-15,14,-19,8,10,-18,-9,-6,-28,-5,30,-19,-2,-17,0
10,-21,-2,5,10,22,-11,8,2,-15,1,6,11,-25,0,-21
10,1,14,3,3,12,-1,-4,2,3,-13,7,8,-11,-4,-3
8,4,14,4,1,6,-1,7,0,1,1,10,0,-1,-7,5
-19,2,10,10,-2,9,5,15,-7,5,10,-1,5,0,-18,8
-23,12,9,6,4,0,-1,8,-13,10,0,-5,10,-2,-13,1
-1,3,2,7,-4,4,5,2,0,-3,-1,5,-8,0,-14,7
4,-2,4,4,-2,-3,-3,-1,-5,0,-7,-2,-3,-11,-10,-2
1,10,14,1,-3,-2,0,-18,-4,-1,-17,13,3,-17,-12,0
-1,3,1,-8,4,-3,1,4,-10,-9,3,4,-5,5,-4,-3
7,-7,-2,-17,-3,-2,7,5,1,-16,5,2,-5,8,1,0
11,9,-4,-8,-11,-2,13,-7,-3,-15,-10,7,-7,4,0,1
-2,5,1,-4,4,0,9,-3,-8,3,10,-2,5,15,-3,5
-1,2,11,-4,-6,-1,9,0,-9,-14,-4,-6,2,7,0,8
-3,0,11,-4,8,8,-9,14,-15,-10,10,2,15,8,-9,-5
0,3,-5,2,1,7,7,10,-1,-3,-3,5,4,0,-6,-5
3,3,-6,5,0,13,12,5,13,9,4,12,8,1,-1,-2
-4,2,-4,-1,10,6,9,0,3,9,12,5,14,4,3,-7
4,0,11,5,-1,12,8,1,5,-2,8,16,5,9,-2,0
16,-2,0,-1,15,7,-3,1,4,8,-1,10,5,-9,0,-11
10,-3,-1,-10,0,15,-1,-1,-1,0,7,12,-5,9,-8,-10
21,-11,-9,-12,-6,19,3,-9,29,4,2,24,-18,1,-13,-21
45,0,64,-24,-3,22,0,-17,-19,-17,-10,55,-15,26,-41,5
48,-20,39,-47,-11,36,-3,53,-9,-55,26,33,-12,1,-8,-21
42,-42,47,8,11,50,-28,-8,11,-40,0,50,-52,-28,-43,-21
0,0,-4,-4,4,2,0,2,-4,-4,0,2,0,0,-4,-4
35,-30,-38,-31,-8,7,46,15,51,27,13,-10,3,-34,30,-29
13,12,11,-14,-59,16,24,19,-22,-15,4,16,-1,26,-20,19
19,-15,0,-8,21,8,-26,-15,18,-4,-1,22,-20,-10,8,-14
-5,-19,-5,-11,17,15,-14,10,9,-3,21,0,1,9,12,-23
7,-4,9,1,6,8,-6,-5,5,8,4,18,7,0,6,-1
14,-10,8,1,15,4,-11,-6,6,0,1,12,0,3,3,-1
0,6,3,-5,1,4,-3,-3,-17,-5,0,2,5,1,-19,-5
-4,4,5,0,-8,-3,3,0,-16,-4,-3,1,0,-3,-8,0
-10,6,13,10,-4,0,-6,2,-12,0,-3,-4,-2,4,-13,15
0,3,22,15,0,-5,0,-10,-7,-6,-17,3,-2,-9,-14,8
-6,3,17,6,-5,-3,-6,-10,-15,-2,-4,2,-6,0,-16,9
-5,-2,10,4,-13,0,-1,5,-12,-10,0,-8,-4,1,-8,12
1,-2,13,-2,-15,-5,12,4,-4,-18,0,0,-7,4,5,7
-3,5,7,5,-10,-5,14,2,0,-8,-3,-3,-4,15,3,16
0,3,13,-3,2,-4,6,3,-2,-9,-2,-2,13,6,14,6
-2,8,2,-9,0,0,-3,0,-5,1,-5,0,2,4,-4,-4
0,5,-3,0,10,1,-6,2,-4,12,4,10,8,-1,1,-5
2,3,1,2,4,6,9,-3,2,7,-1,5,12,8,9,-3
9,-6,-6,-3,-2,6,0,-6,3,0,-6,10,-3,3,1,-4
-8,1,-2,7,1,2,2,0,3,13,2,8,7,1,-4,4
3,4,-1,-10,4,3,5,-6,2,0,-1,9,-4,8,-2,-2
3,-1,0,2,0,7,7,-3,16,7,5,4,0,7,-7,0
-3,-2,-7,-7,-3,-1,-1,-4,11,15,3,3,-6,7,-12,-1
-23,-12,2,7,-2,-4,-15,-8,16,8,24,-4,-24,25,-5,9
1,-7,78,33,-1,42,1,17,14,-18,28,37,10,20,-48,18
7,-32,12,12,-11,26,-5,42,33,-34,35,2,-7,10,13,-8
20,-39,54,25,29,52,-41,-27,31,-13,4,64,-54,-36,-46,-46
-37,-28,-31,33,-1,26,-38,34,27,-48,27,-40,-21,3,39,-35
31,-33,-24,-18,-26,28,40,24,42,-1,16,1,-5,-39,0,-31
-18,0,-9,-12,-61,21,26,51,0,-1,32,-18,16,22,-5,-8
15,-7,-11,-16,-5,25,20,5,21,1,10,20,0,14,-6,-17
6,-2,10,-3,21,11,-10,0,1,7,18,18,5,14,3,-9
18,-7,10,-16,9,11,-9,2,-4,-6,13,17,-5,15,-2,-10
7,0,7,-18,21,4,-11,-4,-19,8,-5,12,12,3,0,-12
10,7,16,-4,6,2,-3,-3,0,-7,-3,11,0,2,-3,3
-3,-1,1,6,-3,1,-2,-1,1,4,-4,7,0,1,-4,4
-11,4,14,5,-1,-8,-6,-6,-11,0,0,-6,-8,-8,-12,6
-5,-3,14,5,0,0,-15,-4,-15,-5,-7,-9,2,-16,-8,8
-6,4,9,0,0,-3,-11,0,-7,-4,1,-5,-2,-6,0,7
7,14,20,2,-3,-3,6,-13,-1,-5,-4,7,-11,17,-14,21
0,5,9,-3,2,1,6,0,0,-3,1,0,0,17,2,12
1,4,9,2,0,-9,2,-2,2,-7,-6,4,9,8,14,6
3,1,-3,-7,3,0,0,1,-1,-3,4,0,1,-2,2,-3
4,1,0,-11,0,7,2,3,-7,6,2,11,13,1,-3,-8
9,-6,0,0,2,6,2,-4,5,3,-5,6,1,-3,0,-4
2,3,0,5,-2,10,5,2,5,-3,1,3,-2,0,-4,3
6,-2,0,-13,-1,4,-6,5,0,4,4,10,3,1,-9,-2
